### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,264,142,63.5416,0,255,0,0,100,1,1
1,553,210,-78.1579,0,255,0,0,100,1,1
2,167,364,146.144,0,255,0,0,100,1,1
3,841,489,-53.8727,0,255,0,0,100,1,1
4,643,57,20.3809,0,255,0,0,100,1,1
5,519,232,75.139,0,255,0,0,100,1,1
6,438,131,-160.527,0,255,0,0,100,1,1
7,836,779,82.0933,0,255,0,0,100,1,1
8,561,355,91.8509,0,255,0,0,100,1,1
9,924,321,160.979,0,255,0,0,100,1,1
10,578,50,-125.549,0,255,0,0,100,1,1
11,268,113,178.089,0,255,0,0,100,1,1
12,679,574,119.418,0,255,0,0,100,1,1
13,252,759,105.158,0,255,0,0,100,1,1
14,651,517,13.4854,0,255,0,0,100,1,1
15,452,818,127.035,0,255,0,0,100,1,1
16,729,752,-50.488,0,255,0,0,100,1,1
17,857,224,-2.56637,0,255,0,0,100,1,1
18,172,512,-81.9846,0,255,0,0,100,1,1
19,220,778,9.37666,0,255,0,0,100,1,1
20,801,292,-160.385,0,255,0,0,100,1,1
21,174,783,19.0609,0,255,0,0,100,1,1
22,510,454,12.1239,0,255,0,0,100,1,1
23,347,831,-9.52098,0,255,0,0,100,1,1
24,246,721,-123.818,0,255,0,0,100,1,1
25,542,510,19.69,0,255,0,0,100,1,1
26,837,309,15.7622,0,255,0,0,100,1,1
27,136,718,54.9384,0,255,0,0,100,1,1
28,584,475,-89.5103,0,255,0,0,100,1,1
29,248,518,120.045,0,255,0,0,100,1,1
30,931,645,43.5688,0,255,0,0,100,1,1
31,254,838,61.5222,0,255,0,0,100,1,1
32,855,621,101.873,0,255,0,0,100,1,1
33,483,789,-178.126,0,255,0,0,100,1,1
34,173,834,-169.726,0,255,0,0,100,1,1
35,281,290,118.105,0,255,0,0,100,1,1
36,732,133,173.379,0,255,0,0,100,1,1
37,496,601,142.237,0,255,0,0,100,1,1
38,636,901,43.614,0,255,0,0,100,1,1
39,450,940,10.7983,0,255,0,0,100,1,1
40,900,358,178.202,0,255,0,0,100,1,1
41,753,839,80.0307,0,255,0,0,100,1,1
42,326,362,146.016,0,255,0,0,100,1,1
43,523,617,24.7351,0,255,0,0,100,1,1
44,768,678,18.1531,0,255,0,0,100,1,1
45,84,618,-139.44,0,255,0,0,100,1,1
46,772,760,108.009,0,255,0,0,100,1,1
47,820,256,-170.385,0,255,0,0,100,1,1
48,832,418,132.116,0,255,0,0,100,1,1
49,682,883,-27.382,0,255,0,0,100,1,1
50,444,609,100.205,0,255,0,0,100,1,1
51,94,296,-139.935,0,255,0,0,100,1,1
52,557,820,-91.3408,0,255,0,0,100,1,1
53,916,384,-57.7783,0,255,0,0,100,1,1
54,369,245,-105.242,0,255,0,0,100,1,1
55,372,750,123.212,0,255,0,0,100,1,1
56,714,688,-160.986,0,255,0,0,100,1,1
57,154,616,51.3121,0,255,0,0,100,1,1
58,362,582,-14.3399,0,255,0,0,100,1,1
59,253,504,-14.6309,0,255,0,0,100,1,1
60,460,335,131.618,0,255,0,0,100,1,1
61,269,257,102.013,0,255,0,0,100,1,1
62,529,695,14.6176,0,255,0,0,100,1,1
63,648,664,114.869,0,255,0,0,100,1,1
64,625,914,-32.655,0,255,0,0,100,1,1
65,764,418,134.413,0,255,0,0,100,1,1
66,644,828,-8.80821,0,255,0,0,100,1,1
67,711,329,-29.5615,0,255,0,0,100,1,1
68,817,444,-135.332,0,255,0,0,100,1,1
69,699,626,-132.418,0,255,0,0,100,1,1
70,158,532,-8.55149,0,255,0,0,100,1,1
71,743,779,-71.9175,0,255,0,0,100,1,1
72,785,552,123.658,0,255,0,0,100,1,1
73,213,194,48.4069,0,255,0,0,100,1,1
74,472,626,-156.917,0,255,0,0,100,1,1
75,60,495,-143.13,0,255,0,0,100,1,1
76,736,265,29.4078,0,255,0,0,100,1,1
77,417,159,-158.058,0,255,0,0,100,1,1
78,571,421,14.8108,0,255,0,0,100,1,1
79,773,752,37.9772,0,255,0,0,100,1,1
80,175,201,-77.8326,0,255,0,0,100,1,1
81,418,786,68.2433,0,255,0,0,100,1,1
82,572,961,-52.7054,0,255,0,0,100,1,1
83,603,190,-5.3833,0,255,0,0,100,1,1
84,409,570,165.415,0,255,0,0,100,1,1
85,394,767,151.206,0,255,0,0,100,1,1
86,106,623,-35.0671,0,255,0,0,100,1,1
87,223,575,-37.3219,0,255,0,0,100,1,1
88,67,376,-146.959,0,255,0,0,100,1,1
89,653,355,-171.52,0,255,0,0,100,1,1
90,160,215,15.3575,0,255,0,0,100,1,1
91,441,900,88.7297,0,255,0,0,100,1,1
92,160,486,118.281,0,255,0,0,100,1,1
93,674,756,62.1622,0,255,0,0,100,1,1
94,96,526,19.3175,0,255,0,0,100,1,1
95,492,49,-159.862,0,255,0,0,100,1,1
96,721,143,-173.883,0,255,0,0,100,1,1
97,192,210,125.774,0,255,0,0,100,1,1
98,568,288,78.0746,0,255,0,0,100,1,1
99,473,196,63.8371,0,255,0,0,100,1,1
100,768,464,-107.379,0,255,0,0,100,1,1
101,526,565,-174.578,0,255,0,0,100,1,1
102,828,704,-164.696,0,255,0,0,100,1,1
103,476,930,65.3326,0,255,0,0,100,1,1
104,430,318,-171.909,0,255,0,0,100,1,1
105,647,843,135.997,0,255,0,0,100,1,1
106,681,142,-171.327,0,255,0,0,100,1,1
107,148,183,106.906,0,255,0,0,100,1,1
108,97,253,-63.1739,0,255,0,0,100,1,1
109,762,618,72.1523,0,255,0,0,100,1,1
110,540,923,-169.945,0,255,0,0,100,1,1
111,946,577,118.106,0,255,0,0,100,1,1
112,34,426,-60.7374,0,255,0,0,100,1,1
113,857,704,10.0162,0,255,0,0,100,1,1
114,827,371,-57.9415,0,255,0,0,100,1,1
115,548,924,-149.731,0,255,0,0,100,1,1
116,30,526,144.093,0,255,0,0,100,1,1
117,255,363,12.1267,0,255,0,0,100,1,1
118,604,143,-82.9848,0,255,0,0,100,1,1
119,211,629,162.002,0,255,0,0,100,1,1
120,636,716,-166.884,0,255,0,0,100,1,1
121,24,477,-99.7519,0,255,0,0,100,1,1
122,447,795,133.726,0,255,0,0,100,1,1
123,439,220,-88.198,0,255,0,0,100,1,1
124,743,866,-76.7248,0,255,0,0,100,1,1
125,831,349,-120.874,0,255,0,0,100,1,1
126,70,695,-112.024,0,255,0,0,100,1,1
127,690,287,-89.2603,0,255,0,0,100,1,1
128,488,88,174.764,0,255,0,0,100,1,1
129,122,704,-55.048,0,255,0,0,100,1,1
130,388,614,39.3429,0,255,0,0,100,1,1
131,432,283,106.571,0,255,0,0,100,1,1
132,564,36,-170.485,0,255,0,0,100,1,1
133,455,411,24.9765,0,255,0,0,100,1,1
134,570,228,-37.1284,0,255,0,0,100,1,1
135,613,69,-67.2025,0,255,0,0,100,1,1
136,214,547,65.6478,0,255,0,0,100,1,1
137,630,388,157.247,0,255,0,0,100,1,1
138,777,329,-121.43,0,255,0,0,100,1,1
139,378,211,108.089,0,255,0,0,100,1,1
140,815,212,-68.3347,0,255,0,0,100,1,1
141,521,680,-110.823,0,255,0,0,100,1,1
142,806,678,-105.956,0,255,0,0,100,1,1
143,281,715,-11.2827,0,255,0,0,100,1,1
144,473,759,-38.2204,0,255,0,0,100,1,1
145,735,682,147.462,0,255,0,0,100,1,1
146,531,109,-175.006,0,255,0,0,100,1,1
147,232,412,-6.15668,0,255,0,0,100,1,1
148,618,141,14.7036,0,255,0,0,100,1,1
149,613,619,-138.734,0,255,0,0,100,1,1
150,433,202,-32.9236,0,255,0,0,100,1,1
151,737,881,-59.5918,0,255,0,0,100,1,1
152,556,795,131.077,0,255,0,0,100,1,1
153,761,746,97.3255,0,255,0,0,100,1,1
154,227,524,99.611,0,255,0,0,100,1,1
155,595,52,-124.469,0,255,0,0,100,1,1
156,157,561,-164.107,0,255,0,0,100,1,1
157,667,168,48.5812,0,255,0,0,100,1,1
158,646,805,76.6016,0,255,0,0,100,1,1
159,511,156,-175.344,0,255,0,0,100,1,1
160,586,940,-3.59576,0,255,0,0,100,1,1
161,656,60,-9.18374,0,255,0,0,100,1,1
162,674,562,-140.563,0,255,0,0,100,1,1
163,326,539,26.933,0,255,0,0,100,1,1
164,298,917,-108.542,0,255,0,0,100,1,1
165,160,401,46.9803,0,255,0,0,100,1,1
166,75,591,-154.766,0,255,0,0,100,1,1
167,434,294,-50.1813,0,255,0,0,100,1,1
168,634,724,-152.838,0,255,0,0,100,1,1
169,947,513,90.5553,0,255,0,0,100,1,1
170,159,784,63.899,0,255,0,0,100,1,1
171,748,805,-47.3126,0,255,0,0,100,1,1
172,424,568,1.84117,0,255,0,0,100,1,1
173,376,481,29.0947,0,255,0,0,100,1,1
174,97,617,178.976,0,255,0,0,100,1,1
175,853,754,-15.5443,0,255,0,0,100,1,1
176,130,357,-117.491,0,255,0,0,100,1,1
177,454,261,-114.244,0,255,0,0,100,1,1
178,380,238,74.1757,0,255,0,0,100,1,1
179,531,53,-56.0307,0,255,0,0,100,1,1
180,616,932,-6.33142,0,255,0,0,100,1,1
181,582,483,-133.637,0,255,0,0,100,1,1
182,529,350,-25.3456,0,255,0,0,100,1,1
183,149,287,138.315,0,255,0,0,100,1,1
184,42,566,74.499,0,255,0,0,100,1,1
185,584,367,100.371,0,255,0,0,100,1,1
186,487,626,-16.6282,0,255,0,0,100,1,1
187,698,836,2.42893,0,255,0,0,100,1,1
188,840,239,49.566,0,255,0,0,100,1,1
189,90,428,160.822,0,255,0,0,100,1,1
190,387,50,-171.392,0,255,0,0,100,1,1
191,564,936,-132.842,0,255,0,0,100,1,1
192,555,688,154.765,0,255,0,0,100,1,1
193,717,808,62.043,0,255,0,0,100,1,1
194,307,480,-38.2013,0,255,0,0,100,1,1
195,829,664,64.9745,0,255,0,0,100,1,1
196,643,455,-132.076,0,255,0,0,100,1,1
197,771,653,85.2087,0,255,0,0,100,1,1
198,328,704,-21.1698,0,255,0,0,100,1,1
199,670,710,-70.8137,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
