### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,578,173,-125.558,0,255,0,0,100,1,1
1,810,527,150.99,0,255,0,0,100,1,1
2,283,286,136.233,0,255,0,0,100,1,1
3,320,635,142.705,0,255,0,0,100,1,1
4,459,142,-174.462,0,255,0,0,100,1,1
5,805,658,-36.8724,0,255,0,0,100,1,1
6,435,872,154.323,0,255,0,0,100,1,1
7,782,199,131.341,0,255,0,0,100,1,1
8,646,912,-44.8198,0,255,0,0,100,1,1
9,405,898,-173.567,0,255,0,0,100,1,1
10,183,503,-94.3951,0,255,0,0,100,1,1
11,121,237,-106.464,0,255,0,0,100,1,1
12,213,189,-151.688,0,255,0,0,100,1,1
13,173,223,-147.403,0,255,0,0,100,1,1
14,448,311,-63.6194,0,255,0,0,100,1,1
15,405,690,69.0413,0,255,0,0,100,1,1
16,582,423,-19.6119,0,255,0,0,100,1,1
17,193,575,168.467,0,255,0,0,100,1,1
18,117,470,-67.3888,0,255,0,0,100,1,1
19,757,849,-130.452,0,255,0,0,100,1,1
20,445,959,160.22,0,255,0,0,100,1,1
21,711,473,-15.5806,0,255,0,0,100,1,1
22,250,351,-155.592,0,255,0,0,100,1,1
23,856,283,12.4592,0,255,0,0,100,1,1
24,786,788,-3.40229,0,255,0,0,100,1,1
25,889,574,86.394,0,255,0,0,100,1,1
26,841,302,-118.631,0,255,0,0,100,1,1
27,242,331,130.148,0,255,0,0,100,1,1
28,167,448,-128.858,0,255,0,0,100,1,1
29,572,95,-11.703,0,255,0,0,100,1,1
30,610,758,115.993,0,255,0,0,100,1,1
31,361,550,65.6981,0,255,0,0,100,1,1
32,266,812,-140.373,0,255,0,0,100,1,1
33,760,473,146.737,0,255,0,0,100,1,1
34,781,495,3.94182,0,255,0,0,100,1,1
35,493,929,2.94652,0,255,0,0,100,1,1
36,68,472,-95.1304,0,255,0,0,100,1,1
37,496,291,-51.0748,0,255,0,0,100,1,1
38,591,261,139.092,0,255,0,0,100,1,1
39,583,798,167.532,0,255,0,0,100,1,1
40,727,445,-47.9717,0,255,0,0,100,1,1
41,749,880,-2.32256,0,255,0,0,100,1,1
42,312,345,70.4052,0,255,0,0,100,1,1
43,370,737,-30.9364,0,255,0,0,100,1,1
44,375,361,-93.9506,0,255,0,0,100,1,1
45,459,190,151.934,0,255,0,0,100,1,1
46,969,492,90.4188,0,255,0,0,100,1,1
47,597,283,13.4188,0,255,0,0,100,1,1
48,149,553,-146.492,0,255,0,0,100,1,1
49,377,806,155.628,0,255,0,0,100,1,1
50,248,649,-158.675,0,255,0,0,100,1,1
51,214,641,50.083,0,255,0,0,100,1,1
52,285,546,111.204,0,255,0,0,100,1,1
53,435,551,-102.514,0,255,0,0,100,1,1
54,563,179,-41.5533,0,255,0,0,100,1,1
55,104,370,168.762,0,255,0,0,100,1,1
56,499,747,-31.791,0,255,0,0,100,1,1
57,852,251,22.709,0,255,0,0,100,1,1
58,181,292,-81.5818,0,255,0,0,100,1,1
59,812,513,107.031,0,255,0,0,100,1,1
