### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,443,625,130.272,0,255,0,0,100,1,1
1,413,630,-108.648,0,255,0,0,100,1,1
2,715,879,55.0605,0,255,0,0,100,1,1
3,871,793,-79.7041,0,255,0,0,100,1,1
4,804,221,-121.393,0,255,0,0,100,1,1
5,675,115,-70.5962,0,255,0,0,100,1,1
6,332,733,118.686,0,255,0,0,100,1,1
7,156,341,34.387,0,255,0,0,100,1,1
8,507,514,-49.2844,0,255,0,0,100,1,1
9,365,772,-17.3853,0,255,0,0,100,1,1
10,554,954,-139.561,0,255,0,0,100,1,1
11,489,293,-112.181,0,255,0,0,100,1,1
12,700,230,-47.5562,0,255,0,0,100,1,1
13,508,941,112.233,0,255,0,0,100,1,1
14,699,409,-76.5944,0,255,0,0,100,1,1
15,667,386,-31.3412,0,255,0,0,100,1,1
16,428,507,129.531,0,255,0,0,100,1,1
17,771,622,97.1297,0,255,0,0,100,1,1
18,348,146,142.118,0,255,0,0,100,1,1
19,712,240,-53.4061,0,255,0,0,100,1,1
20,469,342,-137.296,0,255,0,0,100,1,1
21,916,518,-171.592,0,255,0,0,100,1,1
22,423,758,-166.394,0,255,0,0,100,1,1
23,905,746,-84.7731,0,255,0,0,100,1,1
24,399,950,40.78,0,255,0,0,100,1,1
25,506,67,-69.2279,0,255,0,0,100,1,1
26,720,871,142.896,0,255,0,0,100,1,1
27,134,324,-10.7869,0,255,0,0,100,1,1
28,156,517,-177.212,0,255,0,0,100,1,1
29,843,405,-55.2117,0,255,0,0,100,1,1
30,416,774,-155.903,0,255,0,0,100,1,1
31,98,583,-101.726,0,255,0,0,100,1,1
32,342,692,95.2721,0,255,0,0,100,1,1
33,459,284,-94.2546,0,255,0,0,100,1,1
34,714,233,-48.3446,0,255,0,0,100,1,1
35,542,388,-130.441,0,255,0,0,100,1,1
36,638,559,-146.516,0,255,0,0,100,1,1
37,562,87,-124.192,0,255,0,0,100,1,1
38,676,446,115.654,0,255,0,0,100,1,1
39,246,512,-129.256,0,255,0,0,100,1,1
40,762,728,-8.36384,0,255,0,0,100,1,1
41,82,666,-118.457,0,255,0,0,100,1,1
42,489,722,111.658,0,255,0,0,100,1,1
43,903,274,-142.429,0,255,0,0,100,1,1
