### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,613,347,-41.6231,0,255,0,0,100,1,1
1,633,523,-32.2312,0,255,0,0,100,1,1
2,445,698,-2.67744,0,255,0,0,100,1,1
3,484,144,-28.9662,0,255,0,0,100,1,1
4,927,364,-95.5119,0,255,0,0,100,1,1
5,212,484,24.5019,0,255,0,0,100,1,1
6,237,513,169.728,0,255,0,0,100,1,1
7,816,619,122.545,0,255,0,0,100,1,1
8,573,304,-145.011,0,255,0,0,100,1,1
9,744,800,-155.459,0,255,0,0,100,1,1
10,873,767,-54.5348,0,255,0,0,100,1,1
11,832,773,149.165,0,255,0,0,100,1,1
12,192,193,-29.7564,0,255,0,0,100,1,1
13,336,545,15.5721,0,255,0,0,100,1,1
14,895,359,-143.361,0,255,0,0,100,1,1
15,797,607,92.9316,0,255,0,0,100,1,1
16,466,850,104.755,0,255,0,0,100,1,1
17,327,66,-175.519,0,255,0,0,100,1,1
18,234,247,58.4654,0,255,0,0,100,1,1
19,789,519,-31.62,0,255,0,0,100,1,1
20,283,860,23.251,0,255,0,0,100,1,1
21,221,628,-130.056,0,255,0,0,100,1,1
22,606,287,-41.2425,0,255,0,0,100,1,1
23,832,183,-60.6034,0,255,0,0,100,1,1
24,899,548,-133.527,0,255,0,0,100,1,1
25,71,432,48.9296,0,255,0,0,100,1,1
26,446,891,-89.7005,0,255,0,0,100,1,1
27,702,623,-99.1731,0,255,0,0,100,1,1
28,125,530,46.3557,0,255,0,0,100,1,1
29,353,422,30.8528,0,255,0,0,100,1,1
30,899,497,-167.56,0,255,0,0,100,1,1
31,585,36,-69.5218,0,255,0,0,100,1,1
32,229,782,-8.6726,0,255,0,0,100,1,1
33,723,175,-157.476,0,255,0,0,100,1,1
34,837,433,27.1518,0,255,0,0,100,1,1
35,458,661,-36.133,0,255,0,0,100,1,1
36,134,510,52.7986,0,255,0,0,100,1,1
37,818,785,-142.079,0,255,0,0,100,1,1
38,531,901,-27.9686,0,255,0,0,100,1,1
39,672,159,51.3824,0,255,0,0,100,1,1
40,567,659,-51.1921,0,255,0,0,100,1,1
41,896,417,160.282,0,255,0,0,100,1,1
42,597,86,140.865,0,255,0,0,100,1,1
43,585,172,-152.21,0,255,0,0,100,1,1
44,129,335,125.831,0,255,0,0,100,1,1
45,704,430,-164.893,0,255,0,0,100,1,1
46,386,153,-106.351,0,255,0,0,100,1,1
47,463,104,79.2118,0,255,0,0,100,1,1
48,359,736,-159.547,0,255,0,0,100,1,1
49,614,38,149.67,0,255,0,0,100,1,1
50,823,288,-44.781,0,255,0,0,100,1,1
51,79,644,-8.01592,0,255,0,0,100,1,1
52,380,928,-48.9842,0,255,0,0,100,1,1
53,127,421,-145.663,0,255,0,0,100,1,1
54,394,137,43.5493,0,255,0,0,100,1,1
55,606,544,-93.1296,0,255,0,0,100,1,1
56,605,77,-154.955,0,255,0,0,100,1,1
57,528,157,-61.6512,0,255,0,0,100,1,1
58,545,194,-100.753,0,255,0,0,100,1,1
59,889,288,-31.4515,0,255,0,0,100,1,1
60,440,621,-170.821,0,255,0,0,100,1,1
61,535,365,112.041,0,255,0,0,100,1,1
62,249,537,-27.8365,0,255,0,0,100,1,1
63,570,885,14.8045,0,255,0,0,100,1,1
64,751,270,98.4271,0,255,0,0,100,1,1
65,689,721,40.9137,0,255,0,0,100,1,1
66,641,537,-143.292,0,255,0,0,100,1,1
67,509,71,136.565,0,255,0,0,100,1,1
68,589,678,-126.509,0,255,0,0,100,1,1
69,643,769,-118.068,0,255,0,0,100,1,1
70,571,825,82.749,0,255,0,0,100,1,1
71,558,170,102.633,0,255,0,0,100,1,1
72,327,508,141.457,0,255,0,0,100,1,1
73,375,700,55.8055,0,255,0,0,100,1,1
74,744,308,-162.876,0,255,0,0,100,1,1
75,281,631,-124.643,0,255,0,0,100,1,1
76,78,682,1.15385,0,255,0,0,100,1,1
77,699,848,171.666,0,255,0,0,100,1,1
78,365,565,-5.2739,0,255,0,0,100,1,1
79,661,84,23.372,0,255,0,0,100,1,1
80,667,733,-131.666,0,255,0,0,100,1,1
81,357,907,-118.121,0,255,0,0,100,1,1
82,767,499,75.3399,0,255,0,0,100,1,1
83,419,412,-97.5408,0,255,0,0,100,1,1
84,773,617,-112.499,0,255,0,0,100,1,1
85,452,249,69.6214,0,255,0,0,100,1,1
86,407,544,-42.6511,0,255,0,0,100,1,1
87,354,180,123.174,0,255,0,0,100,1,1
88,653,342,-142.911,0,255,0,0,100,1,1
89,70,549,-6.35683,0,255,0,0,100,1,1
90,619,534,1.63095,0,255,0,0,100,1,1
91,916,344,-111.617,0,255,0,0,100,1,1
92,79,370,-21.6475,0,255,0,0,100,1,1
93,756,663,-52.0849,0,255,0,0,100,1,1
