### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,201,566,-47.8757,0,255,0,0,100,1,1
1,160,689,-50.9205,0,255,0,0,100,1,1
2,404,739,-74.5024,0,255,0,0,100,1,1
3,576,233,139.626,0,255,0,0,100,1,1
4,326,612,135.82,0,255,0,0,100,1,1
5,463,491,-96.5769,0,255,0,0,100,1,1
6,740,507,-19.8527,0,255,0,0,100,1,1
7,94,673,-90.3109,0,255,0,0,100,1,1
8,807,211,-160.601,0,255,0,0,100,1,1
9,464,319,17.3705,0,255,0,0,100,1,1
10,214,145,-12.0645,0,255,0,0,100,1,1
11,460,30,-50.429,0,255,0,0,100,1,1
12,296,593,-123.937,0,255,0,0,100,1,1
13,848,397,88.3382,0,255,0,0,100,1,1
14,51,472,161.052,0,255,0,0,100,1,1
15,180,242,175.566,0,255,0,0,100,1,1
16,700,220,17.5304,0,255,0,0,100,1,1
17,351,757,35.7198,0,255,0,0,100,1,1
18,398,101,-140.899,0,255,0,0,100,1,1
19,406,806,-126.266,0,255,0,0,100,1,1
20,734,905,-97.1037,0,255,0,0,100,1,1
21,617,343,39.3013,0,255,0,0,100,1,1
22,757,682,165.263,0,255,0,0,100,1,1
23,221,270,116.167,0,255,0,0,100,1,1
24,609,265,40.5539,0,255,0,0,100,1,1
25,343,55,115.542,0,255,0,0,100,1,1
26,360,746,-159.759,0,255,0,0,100,1,1
27,379,287,143.219,0,255,0,0,100,1,1
28,686,130,-5.58234,0,255,0,0,100,1,1
29,526,627,78.0662,0,255,0,0,100,1,1
30,223,497,91.2202,0,255,0,0,100,1,1
31,312,925,-145.165,0,255,0,0,100,1,1
32,531,230,21.4832,0,255,0,0,100,1,1
33,318,606,102.264,0,255,0,0,100,1,1
34,880,499,-132.441,0,255,0,0,100,1,1
35,836,529,-99.9927,0,255,0,0,100,1,1
36,850,320,-121.818,0,255,0,0,100,1,1
37,813,594,-56.2795,0,255,0,0,100,1,1
38,872,701,162.713,0,255,0,0,100,1,1
