### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,508,788,27.7308,0,255,0,0,100,1,1
1,820,665,-74.1589,0,255,0,0,100,1,1
2,504,894,151.145,0,255,0,0,100,1,1
3,692,609,53.5934,0,255,0,0,100,1,1
4,628,859,-155.284,0,255,0,0,100,1,1
5,282,669,173.365,0,255,0,0,100,1,1
6,961,486,20.3445,0,255,0,0,100,1,1
7,308,104,-53.0809,0,255,0,0,100,1,1
8,890,251,-106.113,0,255,0,0,100,1,1
9,262,213,-33.2293,0,255,0,0,100,1,1
10,258,114,-175.185,0,255,0,0,100,1,1
11,542,349,105.914,0,255,0,0,100,1,1
12,736,606,109.908,0,255,0,0,100,1,1
13,525,196,97.0847,0,255,0,0,100,1,1
14,932,378,70.8242,0,255,0,0,100,1,1
15,694,508,32.7377,0,255,0,0,100,1,1
16,262,398,121.747,0,255,0,0,100,1,1
17,128,229,161.173,0,255,0,0,100,1,1
18,285,424,-15.9767,0,255,0,0,100,1,1
19,156,633,75.1826,0,255,0,0,100,1,1
20,473,648,70.9262,0,255,0,0,100,1,1
21,185,812,114.374,0,255,0,0,100,1,1
22,383,89,-157.573,0,255,0,0,100,1,1
23,390,644,-119.369,0,255,0,0,100,1,1
24,922,477,118.405,0,255,0,0,100,1,1
25,507,923,-149.821,0,255,0,0,100,1,1
26,576,348,15.4901,0,255,0,0,100,1,1
27,700,329,-64.455,0,255,0,0,100,1,1
28,190,509,-79.7078,0,255,0,0,100,1,1
29,798,736,-83.4152,0,255,0,0,100,1,1
30,87,692,-104.488,0,255,0,0,100,1,1
31,898,403,-138.116,0,255,0,0,100,1,1
32,398,868,56.1243,0,255,0,0,100,1,1
33,743,207,122.34,0,255,0,0,100,1,1
34,535,798,129.21,0,255,0,0,100,1,1
35,437,700,-166.198,0,255,0,0,100,1,1
36,685,147,-102.981,0,255,0,0,100,1,1
