### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,200,441,-23.9974,0,255,0,0,100,1,1
1,222,663,-124.968,0,255,0,0,100,1,1
2,387,426,-15.6412,0,255,0,0,100,1,1
3,485,701,99.645,0,255,0,0,100,1,1
4,81,672,98.3591,0,255,0,0,100,1,1
5,160,588,-133.19,0,255,0,0,100,1,1
6,907,705,111.876,0,255,0,0,100,1,1
7,805,397,69.7537,0,255,0,0,100,1,1
8,303,310,-175.7,0,255,0,0,100,1,1
9,221,883,-46.518,0,255,0,0,100,1,1
10,304,528,-131.241,0,255,0,0,100,1,1
11,373,687,-119.748,0,255,0,0,100,1,1
12,430,499,-26.1312,0,255,0,0,100,1,1
13,54,647,106.877,0,255,0,0,100,1,1
14,498,970,-37.2457,0,255,0,0,100,1,1
15,813,316,155.999,0,255,0,0,100,1,1
16,658,479,-126.553,0,255,0,0,100,1,1
17,441,925,73.7417,0,255,0,0,100,1,1
18,469,358,27.5742,0,255,0,0,100,1,1
19,653,512,-170.531,0,255,0,0,100,1,1
20,131,385,-4.06004,0,255,0,0,100,1,1
21,663,675,-131.36,0,255,0,0,100,1,1
22,830,503,160.163,0,255,0,0,100,1,1
23,389,920,-67.3345,0,255,0,0,100,1,1
24,149,633,81.493,0,255,0,0,100,1,1
25,232,821,-66.4509,0,255,0,0,100,1,1
26,129,501,-173.744,0,255,0,0,100,1,1
27,745,841,80.6706,0,255,0,0,100,1,1
28,458,620,-101.588,0,255,0,0,100,1,1
29,701,526,-126.246,0,255,0,0,100,1,1
30,792,368,-31.4523,0,255,0,0,100,1,1
31,257,332,34.6254,0,255,0,0,100,1,1
32,605,782,159.87,0,255,0,0,100,1,1
33,622,470,11.5854,0,255,0,0,100,1,1
34,891,663,-138.113,0,255,0,0,100,1,1
35,523,115,57.6116,0,255,0,0,100,1,1
36,592,239,83.671,0,255,0,0,100,1,1
37,493,609,104.409,0,255,0,0,100,1,1
38,329,670,-28.3403,0,255,0,0,100,1,1
39,670,313,-35.4634,0,255,0,0,100,1,1
40,475,41,-60.7573,0,255,0,0,100,1,1
41,926,339,-99.3283,0,255,0,0,100,1,1
42,757,776,-71.5511,0,255,0,0,100,1,1
43,734,708,-127.542,0,255,0,0,100,1,1
44,555,873,16.1576,0,255,0,0,100,1,1
45,702,779,-48.2455,0,255,0,0,100,1,1
46,909,656,128.718,0,255,0,0,100,1,1
47,472,919,-170.506,0,255,0,0,100,1,1
48,622,238,137.195,0,255,0,0,100,1,1
49,934,320,-46.7413,0,255,0,0,100,1,1
50,365,569,-178.42,0,255,0,0,100,1,1
51,830,468,-23.1199,0,255,0,0,100,1,1
52,656,402,-93.4631,0,255,0,0,100,1,1
53,855,794,18.7668,0,255,0,0,100,1,1
54,149,781,161.272,0,255,0,0,100,1,1
55,561,31,-124.437,0,255,0,0,100,1,1
56,526,582,-86.7168,0,255,0,0,100,1,1
57,295,711,-131.435,0,255,0,0,100,1,1
58,649,666,167.874,0,255,0,0,100,1,1
59,551,900,-123.506,0,255,0,0,100,1,1
60,81,728,-159.941,0,255,0,0,100,1,1
61,313,230,171.039,0,255,0,0,100,1,1
62,551,599,-140.226,0,255,0,0,100,1,1
63,713,402,-121.378,0,255,0,0,100,1,1
64,166,830,-51.2939,0,255,0,0,100,1,1
65,586,856,71.9669,0,255,0,0,100,1,1
66,601,881,-12.6137,0,255,0,0,100,1,1
67,437,302,-152.449,0,255,0,0,100,1,1
68,374,397,57.2176,0,255,0,0,100,1,1
69,375,318,125.316,0,255,0,0,100,1,1
70,970,433,92.8788,0,255,0,0,100,1,1
71,606,674,-60.4373,0,255,0,0,100,1,1
72,349,673,13.7905,0,255,0,0,100,1,1
73,78,397,-27.1637,0,255,0,0,100,1,1
74,464,900,-114.433,0,255,0,0,100,1,1
75,334,507,-74.0337,0,255,0,0,100,1,1
76,237,874,-53.4952,0,255,0,0,100,1,1
77,671,720,165.101,0,255,0,0,100,1,1
78,47,445,-37.5869,0,255,0,0,100,1,1
79,260,643,143.577,0,255,0,0,100,1,1
80,740,801,-159.825,0,255,0,0,100,1,1
81,867,524,-106.527,0,255,0,0,100,1,1
82,490,104,-113.922,0,255,0,0,100,1,1
83,917,402,82.4678,0,255,0,0,100,1,1
84,95,685,47.6038,0,255,0,0,100,1,1
85,248,343,-147.55,0,255,0,0,100,1,1
86,603,656,-56.8317,0,255,0,0,100,1,1
87,616,629,-106.498,0,255,0,0,100,1,1
88,86,545,25.5494,0,255,0,0,100,1,1
89,170,350,11.0889,0,255,0,0,100,1,1
90,450,38,169.56,0,255,0,0,100,1,1
91,243,525,-161.862,0,255,0,0,100,1,1
92,255,717,169.755,0,255,0,0,100,1,1
93,724,818,-145.455,0,255,0,0,100,1,1
94,230,295,2.05702,0,255,0,0,100,1,1
95,204,772,145.976,0,255,0,0,100,1,1
96,438,565,69.745,0,255,0,0,100,1,1
97,434,969,46.0076,0,255,0,0,100,1,1
98,456,820,168.19,0,255,0,0,100,1,1
99,208,207,-140.547,0,255,0,0,100,1,1
100,404,529,-30.146,0,255,0,0,100,1,1
101,361,892,25.9156,0,255,0,0,100,1,1
102,902,567,-172.236,0,255,0,0,100,1,1
103,379,713,123.499,0,255,0,0,100,1,1
104,768,793,-161.223,0,255,0,0,100,1,1
105,663,581,-115.441,0,255,0,0,100,1,1
106,386,211,-106.2,0,255,0,0,100,1,1
107,571,270,-175.902,0,255,0,0,100,1,1
108,186,426,146.343,0,255,0,0,100,1,1
109,812,601,102.544,0,255,0,0,100,1,1
110,771,287,-136.204,0,255,0,0,100,1,1
111,427,247,-179.441,0,255,0,0,100,1,1
112,320,642,-51.7652,0,255,0,0,100,1,1
113,448,870,-89.8902,0,255,0,0,100,1,1
114,289,375,-156.705,0,255,0,0,100,1,1
115,647,792,154.02,0,255,0,0,100,1,1
116,911,721,-45.086,0,255,0,0,100,1,1
117,299,307,63.7567,0,255,0,0,100,1,1
118,672,286,-169.724,0,255,0,0,100,1,1
119,480,37,101.167,0,255,0,0,100,1,1
120,901,460,23.985,0,255,0,0,100,1,1
121,235,593,-134.422,0,255,0,0,100,1,1
122,712,307,94.5826,0,255,0,0,100,1,1
123,747,228,173.154,0,255,0,0,100,1,1
124,96,437,-61.8154,0,255,0,0,100,1,1
125,365,162,61.7427,0,255,0,0,100,1,1
126,539,379,145.747,0,255,0,0,100,1,1
127,865,548,56.5622,0,255,0,0,100,1,1
128,828,764,-32.5051,0,255,0,0,100,1,1
129,541,938,55.0292,0,255,0,0,100,1,1
130,596,588,46.0254,0,255,0,0,100,1,1
131,43,457,18.0495,0,255,0,0,100,1,1
132,544,949,109.347,0,255,0,0,100,1,1
133,437,504,123.908,0,255,0,0,100,1,1
134,797,861,59.467,0,255,0,0,100,1,1
135,702,128,173.166,0,255,0,0,100,1,1
136,418,858,-36.9742,0,255,0,0,100,1,1
137,885,631,-29.6848,0,255,0,0,100,1,1
138,449,613,173.061,0,255,0,0,100,1,1
139,695,558,67.0633,0,255,0,0,100,1,1
140,585,482,-64.0168,0,255,0,0,100,1,1
141,614,720,-142.42,0,255,0,0,100,1,1
142,719,257,154.546,0,255,0,0,100,1,1
143,675,306,28.4828,0,255,0,0,100,1,1
144,760,191,102.26,0,255,0,0,100,1,1
145,579,425,41.4958,0,255,0,0,100,1,1
146,525,500,89.7858,0,255,0,0,100,1,1
147,806,793,-112.345,0,255,0,0,100,1,1
148,660,912,-75.4032,0,255,0,0,100,1,1
149,456,663,-100.376,0,255,0,0,100,1,1
150,697,656,135.399,0,255,0,0,100,1,1
151,498,706,9.66616,0,255,0,0,100,1,1
152,406,224,-147.353,0,255,0,0,100,1,1
153,534,874,-134.836,0,255,0,0,100,1,1
154,777,734,-131.652,0,255,0,0,100,1,1
155,629,716,-84.6002,0,255,0,0,100,1,1
156,837,271,-96.7821,0,255,0,0,100,1,1
157,388,269,61.3972,0,255,0,0,100,1,1
158,642,315,74.3531,0,255,0,0,100,1,1
159,355,199,85.6581,0,255,0,0,100,1,1
160,280,172,106.703,0,255,0,0,100,1,1
161,763,512,-52.4225,0,255,0,0,100,1,1
162,418,55,-9.63284,0,255,0,0,100,1,1
163,504,119,-43.2623,0,255,0,0,100,1,1
164,76,351,-71.5614,0,255,0,0,100,1,1
165,544,338,124.023,0,255,0,0,100,1,1
166,566,755,159.659,0,255,0,0,100,1,1
167,917,696,81.9171,0,255,0,0,100,1,1
168,355,576,-59.9174,0,255,0,0,100,1,1
169,252,269,-73.1299,0,255,0,0,100,1,1
170,343,948,65.4115,0,255,0,0,100,1,1
171,497,397,2.53021,0,255,0,0,100,1,1
172,650,84,-166.578,0,255,0,0,100,1,1
173,181,833,-11.8936,0,255,0,0,100,1,1
174,241,373,137.248,0,255,0,0,100,1,1
175,454,264,34.5195,0,255,0,0,100,1,1
176,369,334,-139.039,0,255,0,0,100,1,1
177,695,849,-152.28,0,255,0,0,100,1,1
178,709,575,42.3558,0,255,0,0,100,1,1
179,483,282,154.936,0,255,0,0,100,1,1
180,720,722,-67.6705,0,255,0,0,100,1,1
181,144,554,129.497,0,255,0,0,100,1,1
182,376,42,-54.3527,0,255,0,0,100,1,1
183,405,154,-12.7141,0,255,0,0,100,1,1
184,647,845,6.68404,0,255,0,0,100,1,1
185,459,420,9.30485,0,255,0,0,100,1,1
186,729,533,-58.321,0,255,0,0,100,1,1
187,490,420,174.078,0,255,0,0,100,1,1
188,353,393,-156.319,0,255,0,0,100,1,1
189,313,598,-57.9092,0,255,0,0,100,1,1
190,528,798,62.6379,0,255,0,0,100,1,1
191,365,498,-34.5923,0,255,0,0,100,1,1
192,514,33,114.081,0,255,0,0,100,1,1
193,221,746,-48.3281,0,255,0,0,100,1,1
194,111,736,44.0217,0,255,0,0,100,1,1
195,329,187,125.62,0,255,0,0,100,1,1
196,548,953,-71.2176,0,255,0,0,100,1,1
197,110,384,-9.04748,0,255,0,0,100,1,1
198,479,377,-115.372,0,255,0,0,100,1,1
199,426,520,26.7443,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
