### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,347,354,13.429,0,255,0,0,100,1,1
1,748,667,-171.63,0,255,0,0,100,1,1
2,894,239,-53.398,0,255,0,0,100,1,1
3,336,853,99.1913,0,255,0,0,100,1,1
4,691,416,-131.212,0,255,0,0,100,1,1
5,470,776,84.732,0,255,0,0,100,1,1
6,197,209,-168.801,0,255,0,0,100,1,1
7,485,782,54.9037,0,255,0,0,100,1,1
8,318,903,-103.387,0,255,0,0,100,1,1
9,347,838,151.641,0,255,0,0,100,1,1
10,842,708,139.886,0,255,0,0,100,1,1
11,865,658,20.6416,0,255,0,0,100,1,1
12,524,648,160.103,0,255,0,0,100,1,1
13,362,135,-8.18523,0,255,0,0,100,1,1
14,664,542,-69.2652,0,255,0,0,100,1,1
15,645,812,157.2,0,255,0,0,100,1,1
16,412,355,78.54,0,255,0,0,100,1,1
17,258,903,-179.224,0,255,0,0,100,1,1
18,126,759,-54.5707,0,255,0,0,100,1,1
19,685,316,102.459,0,255,0,0,100,1,1
20,570,632,33.7163,0,255,0,0,100,1,1
21,169,839,76.8101,0,255,0,0,100,1,1
22,180,352,-78.4394,0,255,0,0,100,1,1
23,821,547,-91.8669,0,255,0,0,100,1,1
24,328,238,60.4673,0,255,0,0,100,1,1
25,491,181,-144.758,0,255,0,0,100,1,1
26,354,876,64.3412,0,255,0,0,100,1,1
27,924,713,-41.2724,0,255,0,0,100,1,1
28,571,344,81.8513,0,255,0,0,100,1,1
29,635,785,-43.7566,0,255,0,0,100,1,1
30,516,731,-175.397,0,255,0,0,100,1,1
31,259,348,137.725,0,255,0,0,100,1,1
32,273,439,-145.921,0,255,0,0,100,1,1
33,138,637,143.596,0,255,0,0,100,1,1
34,210,806,119.666,0,255,0,0,100,1,1
35,622,274,-112.579,0,255,0,0,100,1,1
36,257,534,-119.2,0,255,0,0,100,1,1
37,426,41,-7.18042,0,255,0,0,100,1,1
38,320,721,-136.68,0,255,0,0,100,1,1
39,606,569,-110.695,0,255,0,0,100,1,1
40,807,522,-173.217,0,255,0,0,100,1,1
41,727,194,155.336,0,255,0,0,100,1,1
42,660,421,-173.575,0,255,0,0,100,1,1
43,857,374,59.0832,0,255,0,0,100,1,1
44,671,425,-43.805,0,255,0,0,100,1,1
45,764,669,12.3898,0,255,0,0,100,1,1
46,596,905,28.3655,0,255,0,0,100,1,1
47,827,815,133.665,0,255,0,0,100,1,1
48,574,745,18.8613,0,255,0,0,100,1,1
49,727,168,54.7993,0,255,0,0,100,1,1
50,399,451,142.102,0,255,0,0,100,1,1
51,242,508,-5.5062,0,255,0,0,100,1,1
52,853,585,168.674,0,255,0,0,100,1,1
53,533,220,131.044,0,255,0,0,100,1,1
54,792,372,147.861,0,255,0,0,100,1,1
55,675,290,56.341,0,255,0,0,100,1,1
56,674,911,-144.247,0,255,0,0,100,1,1
57,300,118,93.249,0,255,0,0,100,1,1
58,567,92,-115.947,0,255,0,0,100,1,1
59,307,827,173.265,0,255,0,0,100,1,1
60,860,477,-23.7316,0,255,0,0,100,1,1
61,288,311,-84.0056,0,255,0,0,100,1,1
62,409,803,-123.404,0,255,0,0,100,1,1
63,625,74,17.4973,0,255,0,0,100,1,1
64,957,588,-166.148,0,255,0,0,100,1,1
65,272,519,92.0786,0,255,0,0,100,1,1
66,896,760,60.5432,0,255,0,0,100,1,1
67,281,719,6.29771,0,255,0,0,100,1,1
68,775,445,-60.6172,0,255,0,0,100,1,1
69,513,271,114.111,0,255,0,0,100,1,1
70,746,607,-95.3856,0,255,0,0,100,1,1
71,245,721,53.395,0,255,0,0,100,1,1
72,597,581,-12.1098,0,255,0,0,100,1,1
73,781,852,-33.769,0,255,0,0,100,1,1
74,275,473,-100.312,0,255,0,0,100,1,1
75,683,681,28.4136,0,255,0,0,100,1,1
76,174,706,139.557,0,255,0,0,100,1,1
